Charging Duration (hours),State of Charge (Start %),State of Charge (End %),Charging Rate (kW),Energy Consumed (kWh),Battery Capacity (kWh),Charging Cost (USD),Distance Driven (since last charge) (km),Temperature (°C),Charger Type,Electricity Price (USD/kWh)
-0.7713945262962119,0.029004156593820385,-0.3210304080714229,-0.7962653701641809,-0.6378464798399817,0.028518750756839184,-0.3131628551261293,-0.1344916392688923,0.1133666895744585,0.0,-0.9973539310356909
-0.06924719541491053,0.2710543956070426,-0.14886010273867667,-0.7737332018885048,-0.47261391380694706,-0.23262349126809756,0.11304608753628509,-0.592120223726736,-0.23089908328051167,-1.0,-0.9970668029942676
-0.056417516798192735,0.4079769848328747,-0.0568170522843634,-0.2758959143262887,-0.4291198237253947,-0.23262349126809756,-0.21444378913538098,-0.6014120790816976,-0.03218808218285818,0.0,-0.9980858460647383
-0.6147395272525924,0.5641225898143305,0.02173260454134085,-0.07574177273476257,-0.8647408643264858,-0.4937657332930344,-0.7236280593401254,-0.18889732804971837,-0.6130960670889247,0.0,-0.997101854297207
-0.37813891957188583,-0.4721188434227612,-0.449775381008107,-0.015827288180335852,-0.5842290299544751,-0.23262349126809756,-0.26744493118961377,,-0.2585119452066251,1.0,-0.9975441711465451
-0.18885632715900325,-0.5620489570140768,-0.08992521483979121,-0.07501161907538034,-0.2568976213061175,-0.23262349126809756,-0.04993650131157723,-0.07050516874489343,-0.4503042696213421,-1.0,-0.9982255343616837
-0.6444964117787234,-0.5276225404503161,-0.17165680681919038,-0.8837716842806358,-0.7446921931984916,0.028518750756839184,0.06042948533984438,,-0.5451976427971025,-1.0,-0.9942187507307337
-0.49273404021689426,0.19449433200164412,-0.3179121954209697,-0.779036719519794,-0.4974350860843193,0.028518750756839184,-0.5165111870418142,0.19561439966825178,-0.6901357135002223,0.0,-0.9986566717149866
-0.6786100482067243,-0.653342902662927,-0.05239572385582214,-0.5818227292556231,-0.788551794804432,0.028518750756839184,-0.24367988267866725,-0.8304802429858102,0.19456862233313754,1.0,-0.9950090962737915
-0.7602636317350246,-0.665114120363912,-0.48466890487797487,-0.8710954441451592,-0.21124731484291626,-0.36841745712106466,-0.48691357890284925,-0.7757280243398832,-0.41077402815195274,1.0,-0.9990967115133863
-0.5283004790173108,-0.35571664824570326,-0.15294689027102282,-0.9371418124592615,-0.242033301596985,-0.23262349126809756,0.018685374875972105,-0.21448287695153256,-0.06657424439108028,-1.0,-0.9981351160620899
-0.2582425755490524,-0.6388722611355624,-0.22664040439854305,-0.6371480913629843,-0.5094551311318061,-0.23262349126809756,-0.14446069141675444,-0.6251676342559234,0.6844218260177692,0.0,-0.9975728807670241
-0.1048368826453776,0.3608786888310247,-0.4967864478313556,-0.43355098404377035,-0.4757341611450441,-0.23262349126809756,-0.5499828080874962,-0.4928646703376288,0.005695255550440814,-1.0,-0.9988012263451821
-0.7492946536795528,-0.23511007585201293,0.022816998733784066,-0.2285721011594113,-0.036212515012326585,-0.23262349126809756,-0.5491904407160442,-0.7972270841330379,0.06453738565110057,-1.0,-0.9993527220248389
-0.6856437777485782,0.3955323807133839,-0.15599830255262315,-0.769735397463986,-0.1921442693136851,-0.12816659445812284,-0.24172566847056554,-0.29706716928394195,-0.6069861938599116,1.0,-0.9986977721255189
-0.16519828733032016,-0.76027518688819,-0.430062778522845,-0.5444010218682725,-0.1046620489614205,0.028518750756839184,-0.7629114757492996,-0.35189033522866076,-0.8204095105705052,1.0,-0.9996330458998308
-0.504756463016931,0.27950176527545456,-0.35426620692622013,-0.8868186950469285,-0.11333251176794601,-0.1824924980635464,-0.16309692433926648,-0.40609443903529097,0.09561428162544572,1.0,-0.9986917658616661
-0.38926982722589776,-0.5776136942657952,0.04268726567134107,-0.6038828821145834,-0.4828543481862684,0.028518750756839184,-0.2384259960368822,-0.4495507223730201,-0.27275553523957047,1.0,-0.9979499926016714
-0.660849944028923,-0.44101435759988283,-0.30193616185027794,-0.41594907265598713,-0.8422588561132482,-0.12816659445812284,-0.08148448411895926,-0.5896453157656689,0.19533427594569508,0.0,-0.9918909667316894
-0.2214975310450008,-0.7911692560366271,-0.0977531041570221,-0.855731477251755,0.011976129485381515,-0.5063373021640539,-0.8246747733196967,-0.2830925382838285,-0.21820152299945839,-1.0,-0.9997614994066701
0.0033854514113926815,-0.2347292068911332,-0.019820414317406332,-0.6777755234763223,-0.3854983033931926,-0.36841745712106466,-0.701832350893105,0.05064222505963256,-0.7452584176819212,-1.0,-0.9993214876726719
-0.466883849919116,-0.010926103888698302,-0.12822113115144906,0.004034595239838623,-0.1138922232819164,-0.23262349126809756,-0.45807709008262454,-0.5179684968055636,-0.668180441023512,0.0,-0.9991523005332972
-0.5919393085826967,0.2022374074300468,-0.1878141969037922,-0.8981928174837608,-0.5970226623557314,-0.36841745712106466,-0.48409329688079006,-0.9140657186578519,-0.07931957344257834,1.0,-0.9982103814541645
-0.43918409013769777,-0.5948194834251019,-0.06775282030695262,-0.002754912606346638,-0.8860996297854392,0.028518750756839184,-0.7297560901274698,-0.14960757935147873,-0.6161160352438564,1.0,-0.9966328933902069
-0.8893705169867998,-0.8118641279174428,0.011428009353667834,-0.19254048761722686,-0.8814648532637249,-0.12816659445812284,-0.29972279140631086,0.13159896215371947,-0.012645077122585113,-1.0,-0.9917583878744383
-0.5241412551110533,0.32836633502848245,-0.25022230729766615,-0.7558524230672277,-0.2287660127239387,-0.4937657332930344,-0.19551490497587598,-0.7201208014770155,-0.6980518059169956,0.0,-0.9985522955490556
-0.14627046104683739,-0.7545853284672017,-0.2259600706322179,-0.06527523138147473,-0.13346233686467757,-0.4937657332930344,-0.4633184239061421,0.1758767327738564,-0.9283540891659805,1.0,-0.9991412403685532
-0.5182945357459089,0.3842044498246464,-0.14391191726931363,-0.28126248468178483,-0.015014601078145784,-0.36841745712106466,-0.022309358267845192,-0.7481301789388375,-0.3198552520515111,-1.0,-0.9986255369647047
-0.14619687700365236,-0.5866524698175404,-0.2603833031019467,-0.3118641054536816,-0.7670896009773489,0.028518750756839184,-0.7252873418086827,-0.17061114151105328,-0.27460845394088507,-1.0,-0.9983294450178971
-0.5800849803326149,-0.8181460347820968,-0.11711903006676683,-0.27337164529023095,-0.34000687547716724,-0.21302632893007256,0.11821958785509246,-0.33364873649598004,-0.6717872461904504,-1.0,-0.9976475198433601
0.0021805245637394055,-0.0005234488543386373,-0.43816221338827455,-0.7941682627357698,0.004050121815308172,-0.2860628640924865,-0.13502562889881375,-0.04133649338342116,-0.4958084106818499,1.0,-0.9988074808733048
-0.7818020317905103,-0.11060770875333037,-0.41375478296202284,-0.047009471927443536,0.022622091635552843,-0.36841745712106466,-0.18970074732469333,-0.3568673297355879,0.1727022061825425,-1.0,-0.9989034827119314
-0.6843511256153515,0.2691230059537677,-0.32908116069861393,-0.5013773115064538,-0.7129010819153243,0.028518750756839184,-0.758881130501402,-0.2608881679566657,-0.6233849831958866,-1.0,-0.9988086358877633
-0.3850152019486287,-0.6117563899518681,-0.03211976038030273,-0.1833947989742687,-0.06389598996864854,0.028518750756839184,-0.8136734563709993,-0.30099457705822663,0.04375316153744235,1.0,-0.9997247743932695
-0.47298931136329536,-0.4960947118161144,-0.48388287501931215,-0.47773754105564137,-0.7137592620378916,-0.36841745712106466,0.035039526758029904,-0.7672186866283448,0.17722371433660034,0.0,-0.9949664465427436
-0.4634948423366412,0.311785423832742,-0.23307045445959484,-0.3840707526515432,-0.17634324640471644,-0.23262349126809756,-0.13930321729778805,0.41774237819863913,0.038866106239670684,-1.0,-0.9985506673259454
-0.852730595446208,-0.17434501769896094,-0.3851139785894231,-0.03191578305320841,-0.39354149853833087,0.28251521540068314,-0.11557729248567283,-0.8833304046841925,-0.5972070848214036,1.0,-0.997972971278108
-0.3668886035210761,0.3523069823207756,-0.2960362418243142,-0.8873755697840743,-0.6149640170042978,0.028518750756839184,-0.2954430804832543,-0.36881092442501207,0.06769299282779684,0.0,-0.9974480334264576
-0.46202880129339385,-0.5951710711693814,-0.006017618144531056,-0.31773429005179277,0.010396760047287623,-0.4937657332930344,-0.01820857975107082,0.4830767333800987,-0.5550008761962656,-1.0,-0.9986548056184827
-0.5984564778693326,-0.9153725631636416,-0.29227423513175144,-0.7129956044432693,-0.5135497781999698,0.028518750756839184,0.08734852466009735,-0.5144772646547936,-0.3513633950772311,1.0,-0.9968922858852409
-0.7978023341022862,-0.6715178798059531,-0.06911964559127837,-0.34280554179515854,-0.11100515710752545,-0.12816659445812284,-0.6101763948233767,-0.5995363269646143,-0.9191335022796909,-1.0,-0.9993922181097268
-0.06822398256760731,-0.09822205977176046,-0.4179030579595001,-0.9453464113509293,-0.120065753465598,-0.4937657332930344,-0.5914110979583436,0.38457986683476153,-0.8092871273157525,0.0,-0.9993562660598532
-0.15519888182374508,0.3668817124513142,-0.407829327202088,-0.4868480226520152,-0.0726048218832307,-0.23262349126809756,-0.5611129343663879,-0.8935368909952238,0.08643009995529871,0.0,-0.9993446148877777
-0.774010089452353,-0.4693263559254369,-0.0035364662739478803,-0.5450229935807182,-0.19727307373925507,-0.23262349126809756,0.06632548748901934,-0.7126821101188341,-0.561653013248249,-1.0,-0.9981575474638228
-0.6089683109547559,-0.7825286969015826,0.04633925941389472,-0.40509521342334087,-0.6999038240082098,-0.12816659445812284,-0.6989175816303623,-0.5128224104949914,-0.28629445299734707,-1.0,-0.9985841646698634
-0.8710341375339663,-0.5239015749072544,0.05650758369772557,-0.1778101428718607,-0.8311470762456159,-0.39105612342803053,-0.5690272943979438,-0.08556046577731491,-0.061620467951537194,0.0,-0.996413832859824
-0.41910423836688127,-0.36848019790443565,-0.2146554992306704,-0.9147841469613094,-0.09163494377970183,-0.12816659445812284,-0.4078383730562064,0.38562101155285045,-0.2671951952815924,0.0,-0.9990967429449211
-2.479664959964545e-05,0.36852658055472,-0.20169884861548448,8.589444132534041e-05,-0.3530179438567215,0.028518750756839184,0.1468659374050294,0.2331211369881936,-0.02718538738042109,0.0,-0.9975386276453276
-0.13905670872873144,-0.3940815644031501,-0.2514300109004003,-0.4043297960445137,-0.5903475103720282,-0.23262349126809756,-0.4993445670118878,0.2136550832426729,0.20523479507794196,1.0,-0.9982912818919394
-0.752380568890427,-0.41682956613485544,-0.13473175083150513,-0.43569652085665656,-0.5978010715321453,0.028518750756839184,0.1292213476062718,-0.948293177610549,-0.8619209572234381,-1.0,-0.9960952050805503
-0.03603905709603206,0.39735945671900486,0.040846941632506795,-0.5421833856199422,-0.2123066061808131,-0.23262349126809756,-0.5549700505665462,0.41179693158490727,-0.38528900164113883,0.0,-0.9992152132086645
-0.8417892921791909,-0.14067008450970464,-0.34944020310106283,-0.05865718452701252,-0.32154592330388676,-0.5141275712810379,-0.4875670679523666,0.11169963122311888,-0.6834348837969758,1.0,-0.9989490829406127
-0.30230620331514213,-0.2414274311310315,-0.5832380246770287,-0.4966278118494635,-0.528736879190316,-0.4937657332930344,-0.45075957698969993,-0.5361089888740767,0.044206604505328206,0.0,-0.998373391406336
-0.12111446075317733,-0.6036410600145137,-0.34032995530132604,-0.10253574372069563,-0.5691367149287789,-0.36841745712106466,0.13943164128705487,0.4023864304733724,-0.6059768572175197,1.0,-0.9963227179725871
-0.6907615097366762,-0.2253896398574755,-0.45142868720441476,-0.7691530874575003,-0.23940413208547773,-0.4937657332930344,-0.43530964556378904,-0.6860460329649662,-0.7008089751099538,0.0,-0.9989687675171021
-0.5227710998173528,0.23994596064193163,0.059598618579456586,-0.34323441400461774,-0.7160132957623544,0.028518750756839184,-0.48717059682312736,-0.14919053774966917,-0.49635990418010956,0.0,-0.9974713386117494
-0.13217109399725768,0.1615532965945936,-0.11289737076378747,-0.08526765150754101,-0.4616728281952178,-0.36841745712106466,-0.48598358212942205,-0.4860141128009293,-0.8533269561737873,1.0,-0.998668169091767
-0.33389344363281914,0.36502007161643335,-0.2734886131847297,-0.7593153536036309,0.04831273297196259,-0.36841745712106466,0.03224000130364568,0.37273632455863126,-0.4894297919701718,1.0,-0.9986372274591652
-0.6354440065725989,0.6732682321226098,-0.11325950404675733,-0.39767835652260897,-0.5659829208010856,-0.12816659445812284,-0.5587957257825718,-0.17882659394745348,-0.8996276260945619,1.0,-0.9985775556072662
-0.35069487431277746,-0.25601576054106534,-0.07984810415844268,-0.6759749158131902,-0.6347087821681654,-0.23262349126809756,-0.6535128070786771,-0.6092699487536214,-0.5651285283972304,1.0,-0.9986667978094795
-0.7388948575029202,-0.8152302923930514,0.04338027963701907,-0.14566176135873699,-0.6268553132113859,-0.4937657332930344,-0.610055268259238,1.0,-0.08127539578981968,1.0,-0.9985338427679153
-0.247973468702123,-0.21814538491302704,0.014544062995241136,-0.9169259248435566,-0.09946897552487566,-0.36841745712106466,-0.5489962169384677,-0.04376757920523533,0.15918548327995063,0.0,-0.9993060172024012
-0.7787292023071244,0.20788671823102245,-0.1976019939743342,-0.6077979026671654,-0.14075876001724674,-0.12816659445812284,-0.7080035747955258,-0.6492178385881291,-0.024380651670898645,-1.0,-0.9995284982354232
-0.09289800052853991,-0.19406915872610397,-0.3304097401514057,-0.3783376049111722,-0.05948467855169515,-0.23262349126809756,-0.3934507791451086,-0.9254315053953821,-0.7853271666259478,1.0,-0.9991068692752174
-0.4039437847220365,-0.3415983170390686,-0.23150979663924087,-0.11025947979429584,-0.8963798555113646,-0.12816659445812284,-0.030071615655563932,-0.7287128243980581,-0.34362384401137647,-1.0,-0.9869887278713692
-0.00960705384033389,-0.004914007823691335,-0.2858078197799797,-0.5775408286538499,-0.2682523299145694,-0.23262349126809756,0.09366924401753374,-0.6360202704406888,0.08203285061673915,1.0,-0.9979258571092554
-0.8421802133616451,-0.269608360266102,-0.31113775493524076,-0.44649230207431667,-0.592611934334393,-0.12816659445812284,-0.8278609763422584,,-0.37177740234551154,-1.0,-0.9993984434106536
-0.13709564117510686,0.2686862150894862,-0.22856455939659492,-0.6645639624823861,-0.7914254553248737,-0.36841745712106466,-0.7330235853079312,-0.4153721874195394,-0.3763447867382561,-1.0,-0.9981847765231261
0.06839273456252393,-0.826801576995896,-0.4663779255685041,-0.3782210934719007,-0.02613267288364396,0.028518750756839184,-0.2563581365182963,-0.5485843663157335,0.10896428859511553,-1.0,-0.9989427983061702
-0.19807372636613585,0.22510624696506043,-0.42238797174495213,-0.3614770572983327,-0.3859146888277575,-0.23262349126809756,-0.4708785921431615,0.23250812767629214,-0.09429629354879454,1.0,-0.9987999342035797
-0.5063910812765966,0.33712492303404873,-0.2244454436092742,-0.6965299188250836,-0.8893001291197972,-0.02210463626331116,-0.1047462315937,0.4914443037330609,-0.2157628155778556,1.0,-0.9887477204233595
-0.3553704765142919,0.33507415050656486,-0.4166298159038967,-0.38851491182851616,-0.18982249597240408,-0.12816659445812284,-0.3580369407846593,0.04296121052567092,-0.06937897808953075,1.0,-0.9989004964367157
-0.0691726027659465,0.011612354830044636,-0.22832156579901342,-0.4240278171923554,-0.45834056810485735,-0.36841745712106466,-0.16906192701375566,0.34496402247030056,-0.27620159117950316,-1.0,-0.9978658867042232
-0.6306320947399295,0.062099500491619164,-0.4151154751442213,-0.28106134300890295,-0.9151316817601063,-0.12816659445812284,0.0111271022298427,0.023387296725572382,0.11293569585658492,-1.0,-0.9834625538394661
-0.19071488865921682,-0.5918055040892589,-0.32867985848209913,-0.5126806124716387,-0.13468533021861895,0.5235959145219222,-0.6894215469808238,-0.631625845648473,-0.424409460621651,0.0,-0.9995021406663849
-0.2112021954462564,-0.6306165456138089,-0.030997949151500448,-0.036235248016334376,-0.8263108240334267,-0.4937657332930344,-0.05638467056470875,0.10362421459904958,0.015517738622949362,-1.0,-0.9924345014481863
-0.7835926440470689,0.1782414603603799,-0.9708902389670064,-0.35970458706503194,-0.6401913147273395,-0.36841745712106466,-0.43634976740288245,0.0804011046971731,-0.8433371006476776,0.0,-0.9978106544194838
-0.3804956217742862,0.22455470260951516,-0.24724140316853627,-0.7912179522249336,-0.9039026045575694,0.028518750756839184,-0.6098528916088272,-0.1687824617011907,-0.9305454806557334,1.0,-0.9942907678919056
-0.37557426866620147,-0.2459146899345782,0.03732711308543846,-0.27183406999889526,-0.5257140547092718,0.028518750756839184,-0.7810778460098452,-0.7668524828440214,0.025864175032180303,-1.0,-0.9993485035454617
-0.5378973982082125,0.005894138383861769,-0.10426421290241383,-0.43606762440751046,-0.6172785825471261,-0.12816659445812284,-0.7436475160399528,0.21119639481592256,0.27456559062414865,-1.0,-0.9990541582093271
-0.37177087172778034,-0.5787940497169008,-0.4478900574048902,-0.7792986339738045,-0.647508883988251,0.028518750756839184,-0.5011766775475923,0.4511673311936375,-0.5585841622154248,0.0,-0.9980196223656708
-0.2872796794420195,-0.5499335681744965,-0.18553964205803475,-0.4969918988386204,-0.7649338805624465,-0.12816659445812284,-0.27090832958191025,-0.4829391366518949,0.17024200905808418,-1.0,-0.9956708895521639
-0.10680825132746108,-0.2590451941451528,-0.156197345430917,-0.6194599599158286,-0.7679398232993235,-0.4937657332930344,-0.43247895235125466,0.2951760149560343,-0.967115916495743,-1.0,-0.9965778869706852
-0.6471172229744864,-0.43698651484798245,-0.21973167647509273,-0.8158490102169792,-0.06514098218558495,-0.12816659445812284,-0.8601582414726043,0.38384367207829917,-0.8589690613069317,0.0,-0.9997933060912929
-0.5144645592971459,-0.7052573695173353,-0.4133279162232386,-0.7428647579640648,-0.47962623675285276,-0.23262349126809756,-0.807290388949068,,-0.20622119935977368,1.0,-0.9994771389449666
-0.1450593073608093,-0.049506902137869346,-0.45536801339444755,-0.3582290180371981,-0.6740593419061518,-0.36841745712106466,-0.4325408927536435,0.305576134753047,-0.4772417315198386,-1.0,-0.9975659728494203
-0.11893105499550527,-0.031667823625104674,-0.11109226662555494,-0.80914019298378,-0.901832946415395,-0.4937657332930344,-0.0027960945966702955,-0.37097990942221415,-0.5109084094473911,0.0,-0.9858866093469274
-0.17910654585385366,-0.23676438080437856,-0.35642320427006036,-0.5170715940209023,-0.15405723918939263,-0.23262349126809756,-0.16956918237514051,0.15316407402610577,-0.1406991739474135,0.0,-0.9986387697637872
-0.682608164714959,-0.474194695861319,0.10604841429407252,-0.6194251094270221,-0.9192703393781172,-0.12816659445812284,-0.40504104409053265,0.3814193065479692,-0.6077894465404906,0.0,-0.9897168951111768
-0.06401505288855713,0.39641438672146156,-0.37132131885983477,-0.27978525221884387,-0.5040227171071117,0.028518750756839184,-0.1661290301880718,-0.6766294419985472,-0.752082724957755,-1.0,-0.997660100312806
-0.3412536047467647,0.12616971832166568,-0.5012983283189406,-0.3204632976118572,-0.8803432066220112,-0.12816659445812284,-0.20813944210220992,0.11584971649729425,-0.7703674818823553,-1.0,-0.9907792046214798
-0.1922004587619145,-0.5347511783608124,-0.484120838897393,-0.8700394733990208,-0.7948027360279916,-0.04174124913170074,-0.07874748176128776,0.010136553047890962,-0.04013012839183161,-1.0,-0.9937456065963599
-0.08713073313801822,0.35489792185927826,-0.21158616786237172,-0.07409441183678278,-0.5333832394215093,-0.4937657332930344,-0.3325434002672152,0.38057368354050514,-0.12131929854762236,0.0,-0.9980061692349985
-0.01600299912369274,-0.061478618522140316,-0.13488728816571893,-0.7318104543924797,-0.3760331784100297,0.028518750756839184,-0.10879267941120307,-0.3064502193051235,-0.2918572001423581,1.0,-0.9980151158983944
-0.13454279953956294,0.04640754886734877,-0.4281991834635239,-0.4607556652186412,-0.5194154777097966,0.028518750756839184,-0.6735838950210518,-0.6603266771649424,-0.15970967589642726,1.0,-0.9990473931670042
-0.47718532811832004,-0.340029752868948,-0.10519507710966558,-0.2467956335074345,-0.14002049939232597,-0.4937657332930344,-0.10744887037838446,-0.4938293425781348,-0.3265936307036706,-1.0,-0.9985610873467543
-0.06356236778513524,-0.38392965390646816,-0.34459823351273533,-0.642604268690793,-0.5552827223487526,-0.12816659445812284,-0.3006945017102667,0.34157610320068676,-0.8435169660338877,-1.0,-0.9978082511706547
-0.1513293256382494,-0.5783840572174395,-0.49400331191932423,-0.7092630974805951,-0.37915331392619267,-0.5097518318169667,0.3303255877307745,0.3902549662454309,-0.5745216418389312,-1.0,-0.9970251091449055
-0.8756938822805976,-0.45319759339257115,-0.021212059420456786,-0.6810834413700059,-0.36341618293955924,0.028518750756839184,-0.7889061081575193,-0.4853918917819653,-0.7315938343005058,1.0,-0.9995350020113897
-0.8532165203971451,0.33446359183712593,-0.17399456866273877,-0.7436099470055715,-0.8033497537337028,-0.23262349126809756,-0.6116089711934225,0.10123664936405774,-0.2678790966872723,1.0,-0.9972205433564749
-0.6890870256389791,-0.8106509546798739,0.011075888051419902,-0.2823891178631325,-0.6055091917421865,-0.12816659445812284,0.0052451055803202085,-0.3902859038131784,0.042810082386134374,-1.0,-0.9964539424553481
-0.23868181178234016,-0.49310081212819645,-0.06762957603393605,-0.3570782029227251,-0.026753069986041322,-0.12816659445812284,-0.26611121535772153,-0.10363395197745873,-0.4076361538403829,0.0,-0.9989560055371618
-0.21297171343695454,0.19190432723075257,-0.42956057035886597,0.015921276098735504,-0.13128946850778023,-0.36841745712106466,0.04171589609859372,-0.7734310002376874,0.025516304871950224,1.0,-0.998337704953633
-0.6805730196310857,-0.6528090065229282,-0.2892137922602197,-0.02601587809607575,-0.37800461471841706,0.028518750756839184,-0.19515181355851885,,-0.5414137334874132,-1.0,-0.9982011575420532
-0.27043682388050927,-0.4698058943373432,-0.1765956465530688,-0.39227978662002294,-0.3961983309472046,-0.36841745712106466,-0.3254421703462532,-0.46143521606579874,-0.6525467470299677,1.0,-0.9984455597810796
-0.47525644731903727,-0.029971789551457295,0.00037276769825300704,-0.3133285826799985,-0.3660404283706352,-0.23262349126809756,-0.13373694746730336,0.043496481330616676,-0.9359084355327244,0.0,-0.998101107580499
-0.2676895838053722,-0.4157006964723704,-0.1201844718383589,-0.26796463963303485,0.033525254587482456,-0.4937657332930344,-0.7877729069946353,-0.9226057777982557,-0.440660970804002,0.0,-0.9997172676527197
-0.6228939354494951,-0.21189656716838645,-0.3751866147359325,-0.6886823095039722,-0.1066046506332371,-0.04361009912337832,-0.4598375483103606,-0.26254873894363806,0.08511686052368961,1.0,-0.9991620542833991
-0.06094028060822343,-0.3043187797229643,-0.1746405396689853,-0.32700919573377596,-0.47168904727840955,-0.12816659445812284,-0.5098156751991088,-0.8660404919590926,0.18465429872023542,-1.0,-0.9987051769375774
-0.7437528411153386,0.03744732806352058,-0.11691314267663289,-0.1682617179196273,-0.024462757749255992,0.028518750756839184,-0.6359102682907103,-0.8306013835078029,-0.6308065134453354,1.0,-0.9994838888900386
-0.48966650171805315,0.1406135622817557,-0.3550971675047345,-0.12073053315030957,-0.015693038941556603,-0.4937657332930344,-0.09473044996832414,-0.36432614537738406,-0.45194233394056244,1.0,-0.9987265586123825
