0,1,2,3,4,5,6,7,8,9,10
-0.52757263,-0.08947424,-0.47602338,-0.61232036,-0.1155673,-0.09589585,-0.059946198,0.22549036,-0.50991714,-0.29437023,-0.09581492
-0.009056683,-0.6530772,-0.8185517,-0.6340171,-0.5234036,-0.43562573,-0.34548625,-0.97427636,-0.8740154,0.21422152,-0.9999996
-0.5199669,-0.43232056,-0.7291659,-0.717897,-0.7232203,-0.724787,-0.6182257,-0.9751296,-0.8338786,0.52798754,-0.9911152
-0.1174449,-0.6875061,-0.59251463,-0.37503457,-0.7346742,-0.49181402,0.23489687,0.012023554,-0.19920343,0.023119204,0.28447086
-0.29567507,-0.18358518,-0.44405526,-0.66028094,-0.48280662,-0.74972075,-0.45229822,-0.9378006,-0.76583564,0.054129478,-0.9998902
-0.14605471,-0.5299179,-0.7079266,-0.4318164,-0.4436677,-0.02784549,-0.18665975,-0.002250623,-0.0793941,-0.56944245,-0.9778495
-0.0455683,0.035341356,-0.21117294,-0.31208506,-0.29650873,-0.4985928,-0.04697971,-0.5211407,-0.16068313,-0.9022992,-0.9992703
-0.08015345,0.057498265,-0.5029289,-0.33456704,-0.46548468,-0.37478042,-0.19967306,0.43414932,0.035433456,-0.04435756,-0.8324273
-0.15385903,-0.9670247,-0.26861182,-0.07968395,-0.7789385,-0.37580737,-0.36537692,-0.669511,0.4874119,0.5396115,0.99996924
-0.36317125,-0.9153093,-0.2775009,-0.7190672,-0.7656579,-0.46706155,-0.33738524,-0.37034518,-0.11608652,-0.365815,0.9777308
-0.42073888,-0.55483675,-0.3471312,0.08548262,-0.15332691,-0.30318952,-0.22638676,-0.59140396,-0.21819836,-0.41323623,0.7488282
0.010638353,-0.32964224,-0.4217271,-0.18185003,-0.20034114,-0.5972909,-0.09756922,0.4020025,-0.30909833,-0.18342116,-0.49559063
-0.27070233,-0.31302267,-0.79508185,-0.39027062,-0.0695318,-0.10879108,-0.18815023,-0.80449337,-0.39576522,-0.41986275,-0.99999017
-0.6679339,-0.8010919,-0.6022495,-0.5617764,-0.36452192,0.028050864,-0.20010704,0.138752,-0.62663925,-0.98108846,-0.31811988
-0.41552258,-0.49576265,-0.373807,-0.39341682,0.09903746,-0.3546514,-0.01596657,0.03893534,-0.6951312,-0.6853274,0.7678752
-0.1958657,0.23132083,-0.36401558,-0.4715364,-0.51845044,-0.671399,-0.25704432,0.36809415,-0.19155678,-0.26455474,-0.94369423
-0.10991615,-0.33323574,-0.068091065,-0.6934659,-0.064281404,-0.6556835,-0.26165846,0.02859638,-0.65416926,-0.48742768,-0.89523417
-0.24789292,-0.6817995,-0.5888666,-0.12780257,-0.8203407,-0.7339177,0.036113895,-0.07762607,-0.4156101,0.20479591,-0.28636712
0.11094919,-0.70515245,-0.3756336,-0.8005497,-0.077657565,-0.24001019,-0.4205031,-0.7575064,-0.8131342,-0.55124605,0.9999933
-0.3808995,-0.90384096,-0.23293361,-0.24524295,-0.059955478,-0.6826394,-0.43635947,0.13935484,-0.008942686,-0.98647785,-0.99699605
-0.81161255,-0.6354009,-0.6563857,-0.63597995,-0.1553113,0.094158866,0.055095598,0.040992256,-0.69924325,-0.9868264,0.9964514
-0.5074118,-0.39488235,0.2582577,-0.02822547,0.30818883,-0.36703745,-0.1423408,-0.39330015,-0.7495283,-0.8995014,0.85754764
-0.046185017,-0.49685365,-0.710623,-0.42728466,-0.80769044,-0.2759301,-0.17911187,0.5132304,-0.32565743,-0.05331555,-0.89615405
-0.65859526,0.022098728,-0.70103365,-0.7390313,-0.059565455,-0.25850374,-0.12153542,-0.2595655,-0.59942114,-0.908058,-0.65048057
-0.65283185,-0.4236845,-0.50981456,0.14278588,-0.16926005,-0.38015127,-0.09251536,0.15183197,-0.2580374,-0.44305307,0.6712925
-0.15066558,-0.3554888,0.07707761,-0.1685898,-0.624639,-0.7292465,0.066857696,-0.24969834,-0.3302581,-0.5268861,-0.15034252
-0.2752153,-0.21385895,-0.48689908,-0.5613432,0.13657767,-0.37960124,-0.23881927,-0.06688865,-0.66832197,0.028157612,0.47730494
-0.19804627,0.1210623,-0.50927997,-0.6248749,-0.069412366,-0.7758266,-0.47488445,0.2121586,0.20078517,-0.5339518,-0.1063608
-0.54841834,-0.6404849,0.07891558,-0.13724345,0.27776274,-0.64460135,-0.13112374,-0.019209212,-0.66205186,-0.93913585,-0.6824959
-0.3367357,-0.4548161,-0.71637255,-0.8693426,-0.30403796,-0.35177723,-0.0830782,-0.9932595,-0.72861165,-0.15477397,0.9748962
-0.38894778,-0.27089402,-0.331115,-0.74017656,-0.19446477,-0.1477805,-0.2199699,0.38498506,0.034652762,-0.00836043,-0.95984244
-0.29229516,-0.4782411,-0.3163325,-0.4564789,-0.4870636,-0.74773014,-0.10115179,0.034483314,-0.07812332,-0.14410128,0.1391721
0.16829528,-0.095843054,-0.22414723,-0.8193825,-0.62397766,-0.6691585,-0.1301659,-0.42971435,-0.95379144,-0.64647937,0.97955453
-0.5127563,-0.7390112,0.1903687,-0.5129319,0.45447138,-0.8530644,-0.22853878,0.15463342,-0.6840358,-0.92393667,-0.9962227
-0.06623949,-0.9114885,-0.7045619,-0.6753184,-0.61379665,-0.32790813,-0.43147704,-0.7050025,0.34007472,-0.44086295,0.982074
-0.21498959,-0.3281769,-0.44842383,-0.64390695,0.020149335,-0.33205247,-0.21414416,-0.7448486,-0.43563578,-0.90018016,-0.997271
-0.009112744,0.20599785,-0.09440753,-0.46003255,-0.5741346,-0.41766533,0.06138313,-0.94194645,-0.1808318,-0.7634893,-0.9997972
-0.290629,-0.5451001,-0.36995372,-0.14769605,-0.91486317,-0.80734783,-0.2765402,-0.6970538,-0.5127457,-0.4328128,-0.96566945
-0.4363042,-0.52803177,0.25358757,-0.36093456,0.29904708,-0.5213737,-0.055216473,-0.45266625,-0.7788936,-0.9941683,-0.60782367
-0.647497,-0.9484056,-0.77704674,-0.54702586,-0.5718973,0.14566623,0.051209822,-0.42722273,-0.31561294,-0.8568209,0.98188484
0.056723554,-0.5404508,-0.16511479,-0.69840264,0.006073773,-0.25829932,-0.4486189,-0.0049779895,0.24228211,-0.13213205,0.890351
-0.30762607,-0.81519324,-0.44065073,-0.6021183,-0.8232717,-0.447238,-0.11043917,-0.61882395,-0.24200866,0.2802574,0.028292919
-0.56259894,-0.8562317,-0.19129129,0.24653442,-0.8039948,-0.84312356,-0.27842006,-0.6426634,-0.29337618,-0.3002584,-0.37650564
-0.38326102,0.10488847,-0.50059646,-0.18968438,-0.8782585,-0.83172715,-0.3318182,-0.49937353,-0.69218683,0.17744762,-0.9996747
-0.3286316,-0.753562,0.28198966,-0.6215227,0.41747257,-0.7738983,0.0022412688,0.084373124,-0.7402632,-0.9564114,-0.9954801
-0.211337,-0.71779305,-0.54960614,-0.8953311,-0.92191064,-0.7603776,-0.075733736,-0.9307825,-0.8113087,-0.27308553,-0.586956
-0.24877688,-0.6426143,-0.6591937,-0.2504262,-0.85957026,-0.18693018,-0.09192089,0.16408598,-0.29586563,-0.30916026,-0.417636
-0.26527435,-0.77545017,-0.49687088,-0.16999894,-0.44964096,-0.0024774433,-0.018873366,-0.012298396,-0.42072037,-0.543603,0.16341051
-0.45587713,-0.8911077,-0.06553809,-0.058940884,-0.7661142,-0.3513776,0.20312335,-0.5813526,0.34314045,0.1764296,0.99932903
-0.4115016,-0.4615778,-0.327374,-0.012600321,-0.3383122,-0.5292722,-0.3262506,-0.62188834,-0.28141043,-0.2933851,-0.82624745
-0.3379843,-0.43249726,-0.7597613,-0.5335669,-0.029058462,0.121136695,-0.2854283,-0.57977617,-0.41181666,-0.62633055,-0.9998757
-0.19724488,-0.025367005,-0.49122015,-0.12688532,-0.9140275,-0.8705297,-0.29883903,-0.59863514,-0.7265178,0.42884153,-0.9999372
-0.53079134,-0.8058659,-0.59742135,-0.3515895,-0.467792,-0.058369346,-0.06732194,-0.39511415,-0.12625587,-0.34534648,0.95633423
0.113709874,-0.21550053,-0.77506566,-0.42447793,-0.49892882,-0.40600467,0.008730898,0.61154765,-0.10465379,0.14656705,0.2762755
-0.62117916,-0.68407005,-0.53565747,-0.32176718,-0.32084835,-0.15872402,-0.1117819,0.034481335,-0.52878076,-0.9570013,0.4543314
-0.275465,-0.020507328,-0.27952734,-0.3151791,-0.5791977,-0.3979536,-0.25371784,-0.123764604,-0.7056828,-0.5530893,-0.88856167
-0.11509676,-0.14182687,-0.28391775,-0.1074682,-0.19688004,-0.46762037,-0.23130064,0.44770032,-0.23524529,-0.52085894,-0.5376933
-0.19898534,-0.8172903,-0.3513367,-0.5587344,-0.7331113,-0.53158134,-0.18651125,-0.31712428,-0.2532009,-0.08129127,0.29253042
-0.171256,-0.7342534,0.6160928,-0.955361,-0.7541779,-0.69626886,-0.2986097,-0.14169304,-0.90662634,-0.8060179,0.05726085
-0.08686371,-0.4468876,-0.20180972,-0.9113272,-0.6013839,-0.2893564,-0.4995157,0.23303714,-0.44770002,-0.6155962,0.9609805
0.05013232,-0.3320971,-0.8177977,-0.6123597,0.49430323,-0.52446884,-0.3470777,-0.3054973,-0.019811109,0.21805862,0.9991892
-0.3276242,0.07401468,-0.21022981,-0.7601381,-0.49707276,-0.20605536,-0.3845514,-0.25475964,-0.74538183,-0.49093068,-0.7527783
-0.30287096,0.007996702,-0.39385408,-0.45382875,-0.25940868,-0.486023,-0.11326855,-0.27127904,-0.7824696,-0.81602657,-0.32060108
-0.0495166,-0.8192532,-0.7319339,-0.19149135,-0.561948,0.16034018,-0.2869089,0.6924427,-0.22735438,-0.89342237,-0.72461724
-0.5373199,-0.4087935,0.06923668,0.031720825,0.36413595,-0.6140103,0.02305351,-0.1728013,-0.4926091,-0.6474853,0.4487097
-0.25902057,-0.6876949,-0.21182998,-0.09131352,0.18737744,-0.5631124,-0.24522756,0.3391746,-0.32981837,-0.91139424,-0.8770035
-0.33379656,-0.8530825,-0.6305655,-0.16491011,-0.9638954,-0.63232195,-0.047012392,0.111491576,-0.41138965,-0.36560664,-0.22002794
-0.27847123,-0.23091304,-0.0063961023,-0.7282253,0.050746918,-0.7182215,-0.4038795,0.1743666,-0.56354576,-0.4636938,-0.8578336
-0.7846271,-0.9585626,-0.9022948,-0.5291871,-0.6860099,0.62033755,-0.25134173,0.463138,-0.32142684,-0.9658186,0.9999167
-0.07561532,0.16599184,-0.20890355,-0.38061282,-0.13916126,-0.35669056,-0.14116281,-0.15635484,-0.7567144,-0.48495218,-0.7023769
-0.04351743,-0.12589537,-0.49622968,-0.63066614,-0.49874046,0.13142477,-0.24817643,-0.4469453,-0.86323774,-0.33891958,0.9999893
-0.441945,-0.8334878,-0.7121959,-0.47559986,-0.39751548,-0.3865745,-0.02531287,-0.9455411,-0.35742328,0.29795837,0.4365007
-0.15142046,-0.31114686,-0.015617323,-0.2547592,-0.6090499,-0.73183376,0.19404711,0.13443932,-0.819862,-0.9011542,0.99986976
-0.3548394,-0.86777884,-0.5311818,-0.47272983,-0.93373233,-0.26871833,0.0127582075,-0.067100115,-0.21571839,-0.49262002,0.31211168
-0.24902827,-0.5214113,-0.39204252,-0.3704109,-0.8100466,-0.5938634,-0.02079019,-0.35985366,-0.2669556,-0.34542865,-0.5785989
-0.32008582,-0.35066018,-0.5854016,-0.32370594,0.012997871,0.13309678,-0.035466824,-0.33990407,-0.36253616,-0.8027675,-0.00059744716
0.10897814,-0.79477036,-0.3540116,-0.5874217,-0.4926481,-0.52971286,0.0020104134,-0.8672235,-0.26925343,-0.75851816,-0.228455
-0.8030974,-0.89907354,-0.86445236,-0.4950793,-0.5852623,0.41666672,-0.47679478,0.19730677,-0.5618498,-0.9809294,0.7729756
-0.055525526,-0.019172244,-0.21320023,-0.7070614,0.087780125,-0.5585465,-0.12465615,-0.93395793,-0.46539867,-0.12991616,-0.99892384
0.37087396,-0.5592439,-0.16932854,-0.89539814,-0.65780747,0.20758925,-0.5528837,-0.3956644,-0.7426174,-0.6118594,0.99999696
-0.22078335,0.047950935,-0.60633475,-0.76091534,0.045019615,-0.69516325,-0.4907772,0.24343824,0.048286125,-0.31249148,0.26755226
-0.30690703,-0.48093614,-0.4743892,-0.33492127,0.02746563,0.26102075,-0.10111185,-0.2664141,-0.66636413,-0.413547,-0.99522245
-0.49638945,-0.876931,-0.20145617,0.04552663,-0.5269205,-0.45799002,-0.022874566,-0.39391834,-0.4324236,-0.33657625,0.84409314
-0.30957714,-0.6320125,-0.27503377,-0.13507135,-0.13677588,-0.26639917,-0.26458415,-0.19456999,-0.37118,-0.9096553,-0.29780164
-0.11673799,-0.08578959,-0.045409154,-0.26568186,-0.540771,-0.55719656,-0.2825237,-0.046134066,-0.20212895,-0.6082662,-0.31261104
0.043067787,-0.36471242,-0.6806291,-0.55994195,-0.27221823,-0.51027983,-0.040633317,-0.78156394,-0.71612626,-0.455769,0.9993022
-0.7810271,-0.9367118,-0.83382463,-0.36508304,-0.42521638,0.29371026,-0.3062545,-0.115357175,-0.5712496,-0.856485,0.99181926
-0.34247327,0.12303869,-0.40607706,-0.16214557,-0.58935595,-0.7454346,-0.33616966,-0.3493584,-0.48665395,-0.100382484,-0.9909613
-0.06858152,-0.24517044,-0.5769216,-0.13711855,-0.33044484,-0.6757242,-0.18764095,-0.1363028,-0.07486004,-0.22741067,-0.9825519
-0.08209527,0.114403926,-0.6825449,-0.3793086,-0.35465732,0.09661522,-0.10497811,-0.3586338,-0.14303386,-0.15887345,-0.9998625
-0.07439596,-0.20648147,-0.26270026,-0.88329417,-0.71529365,-0.07314576,-0.12280078,-0.7232392,-0.85708654,-0.66369754,-0.9935927
0.50337076,0.17412522,-0.42846093,-0.8933677,-0.4821139,-0.64435816,-0.28706145,-0.6639037,-0.9565359,-0.81000066,0.9348685
-0.7521181,-0.7565017,-0.39372066,-0.030457104,-0.44606796,-0.69171053,0.4141913,0.33109784,-0.47928518,-0.99001706,0.9984943
0.084708355,-0.48625734,-0.66438353,-0.84911484,-0.58646667,-0.41283193,-0.112947516,-0.96185094,-0.517496,-0.71180683,-0.97112715
-0.19946869,-0.8576843,-0.75519633,-0.7116885,-0.32907957,0.28206828,-0.246845,-0.0262396,-0.041080374,-0.988153,-0.9884712
-0.3002295,0.06456529,-0.7201695,-0.3706311,0.22650486,0.03575379,-0.082418375,-0.6339699,-0.5238424,-0.029280128,-0.99738944
-0.30708116,-0.2952136,-0.43575293,-0.030720713,-0.17782179,-0.12947069,0.10271428,-0.15270272,-0.4789496,-0.88119256,0.99999183
0.106855534,-0.5966853,-0.26132104,-0.91852516,-0.6601283,0.024727302,-0.36226472,-0.28083587,-0.90318704,-0.06711719,0.99948853
0.10281587,-0.74286467,-0.8421288,0.007844592,-0.6022397,-0.29525587,-0.4457508,-0.9284975,-0.74540013,0.38567296,0.99999577
-0.109773956,-0.21183532,-0.5538377,-0.79929286,0.14530993,-0.682932,-0.4896952,0.12249851,-0.24468905,-0.055821095,0.13518336
-0.20829622,-0.80539054,-0.71761596,-0.5091213,-0.5105568,-0.13990603,-0.048242323,-0.5157081,0.0717545,-0.5696662,-0.79469097
-0.1728192,0.4073642,-0.611661,-0.39177886,-0.009834814,-0.5753953,-0.33206046,0.33371675,0.09281999,-0.034287892,-0.10002536
-0.39184284,-0.66592866,-0.2744471,0.11223378,-0.3526255,-0.3511772,-0.1975859,-0.330669,-0.013262053,-0.70091176,-0.122709714
0.4547132,-0.86048794,-0.14507462,-0.9758498,-0.7946842,-0.58185536,-0.6978047,-0.24606153,-0.9282976,-0.62355703,0.9937282
0.080592334,-0.328905,-0.32913938,-0.95073456,-0.6120253,-0.5453061,-0.042271033,-0.9986875,-0.7964346,-0.5720008,-0.9999377
0.1154306,-0.032194965,-0.363219,-0.550581,0.23827162,-0.36815244,-0.23846816,-0.1748842,-0.28180245,-0.20716752,0.9997883
-0.13089679,0.03145874,0.015407966,-0.34752455,0.07448532,-0.41835654,-0.290883,-0.6439555,-0.2717906,-0.9104031,-0.9982359
-0.6675239,-0.92699724,-0.6437646,-0.47688705,-0.12655112,-0.32150027,-0.014518529,0.119924515,-0.46065706,-0.76098686,0.6573535
-0.28120336,-0.077679045,-0.22204871,-0.57223433,-0.042025022,-0.6464314,-0.3143348,0.4281028,-0.022858601,-0.21478511,-0.8083131
-0.34748983,-0.5087558,-0.45494026,-0.39831614,-0.34006667,-0.36493212,-0.29859108,0.48064503,-0.31937754,-0.8113319,-0.81766945
0.10978153,-0.8149547,-0.78569895,-0.13598143,-0.05101567,-0.44831625,-0.38588363,-0.7606965,0.0019491141,0.35945636,0.9004367
-0.26166874,-0.45550916,0.0018133948,0.10238736,-0.20958525,-0.3712608,-0.067854255,-0.0285951,-0.35912037,-0.9470772,-0.9338722
-0.595621,0.84547096,-0.6654784,-0.9633677,-0.53495896,-0.24815825,0.120249175,-0.71506494,-0.89238214,-0.8125051,0.99999976
-0.1404903,0.48930517,-0.5086224,-0.8591386,-0.07116116,-0.35272628,-0.2988954,-0.98914486,-0.9181015,-0.31405964,-0.9994562
0.04420415,-0.20428583,-0.63482904,-0.6321294,-0.33242568,-0.1335086,-0.21290399,-0.06391144,-0.7142402,-0.2217593,-0.9952004
-0.36774322,-0.287479,-0.28875962,-0.12114015,-0.18442217,-0.40334836,-0.28183928,-0.6390599,-0.07780076,-0.90587765,-0.9991128
-0.1354328,-0.051119573,-0.6589817,-0.3526749,-0.13129637,-0.53013754,-0.09497708,0.52646214,-0.19748099,0.23028113,-0.22835808
-0.004790609,0.081384614,-0.55244166,-0.86874247,-0.54640263,0.13052194,-0.015888464,-0.70914453,-0.96086186,-0.5011466,-0.2747138
-0.22994356,-0.2684964,-0.42972535,-0.8433175,-0.017582482,-0.5834143,-0.5548195,0.17826073,0.12639105,-0.3998142,0.31327182
-0.36898157,-0.5516539,-0.2291379,-0.2585617,-0.74091965,-0.7658419,-0.0978825,-0.9274156,-0.2776847,-0.38727066,-0.9246823
-0.2210537,-0.5057059,-0.5830786,-0.12239822,-0.062196884,-0.20637216,-0.17719202,0.05229792,-0.21710008,-0.67347425,-0.9704646
-0.24145004,-0.65970886,-0.60763097,-0.5463155,-0.23180775,-0.897251,-0.46985248,0.36002776,-0.58436483,-0.5061532,0.9125046
-0.18823034,-0.2991523,-0.5613582,-0.5554998,-0.15492739,-0.5864775,-0.17521021,-0.3789055,-0.6464496,0.12332398,0.9141963
-0.7937473,-0.7386197,-0.33445698,-0.20169804,0.1256406,0.052171495,-0.040992197,0.119873434,-0.63126427,-0.9267508,0.99871516
-0.4872772,-0.66712946,-0.78000295,-0.12651134,-0.5748155,-0.5545011,-0.35692155,-0.8007779,-0.18637829,-0.19157276,-0.21688102
-0.12625168,-0.08473895,-0.44567907,-0.33638775,-0.39868486,-0.5927316,-0.2981684,-0.22706503,-0.69571656,-0.5687657,0.6122153
-0.24258937,0.37438676,-0.21848512,-0.32962343,-0.40064892,-0.70947355,-0.2899973,0.33126146,-0.013348085,-0.23764722,-0.7232272
-0.2760437,-0.33478752,-0.31834632,-0.596451,-0.33422628,-0.8712535,-0.17965034,0.31405386,0.079081655,-0.08915921,0.4125517
-0.04288311,-0.8200875,-0.86241645,-0.6665179,-0.17790242,0.28493163,-0.27320543,0.5545104,-0.08738952,-0.93476695,-0.99891996
-0.5518412,0.013583436,-0.6010719,-0.23928258,0.09621418,-0.5411529,-0.26201427,-0.0023641542,-0.64067554,-0.2505629,0.9520154
-0.61621845,-0.7445986,0.08663975,-0.13676617,-0.17261924,-0.7329072,-0.09235181,0.14059828,-0.78447574,-0.9138294,0.4957683
-0.16329493,0.090875454,-0.3521236,-0.69477934,0.17545964,-0.68615067,-0.32347855,0.31837353,-0.08644777,-0.1905094,-0.3456243
-0.31728238,-0.087386824,0.30066192,-0.56305087,-0.7613666,-0.828449,-0.1377399,-0.9602077,-0.44325754,-0.41840068,-0.95705223
0.2773979,-0.53625816,-0.48434293,-0.716383,-0.6126339,-0.4740667,-0.26775998,-0.20301974,-0.4298778,-0.14504643,0.9999998
-0.45582438,-0.5114657,0.009961931,-0.18585894,-0.7665229,-0.6612282,0.09736806,-0.22125429,-0.2627503,-0.10569453,0.56293505
0.04075328,-0.3254111,-0.7637665,-0.6935307,-0.72500193,-0.561754,-0.21646857,0.30081272,-0.5015434,0.24729085,-0.986785
-0.45244527,-0.94652224,0.079884045,-0.21068498,-0.23952803,-0.736144,-0.06256136,0.1493004,-0.62690794,-0.99158317,-0.8776458
-0.2567466,0.3865244,-0.102332234,-0.092161536,-0.93387395,-0.828635,-0.4090372,-0.28792968,-0.6558262,-0.36605448,-0.9822366
-0.3122927,-0.96636695,-0.29534197,-0.4502235,-0.80555904,-0.53666717,0.15661734,-0.747806,0.019939268,0.17052299,0.18018933
-0.5236824,-0.4568837,-0.5368252,-0.57743645,-0.747374,-0.4866847,-0.2106425,-0.92776364,-0.43806627,0.32486197,0.88725674
-0.5376399,-0.9320618,-0.75429714,-0.5871629,-0.24987672,0.07864471,-0.3076854,-0.88594687,-0.055579968,0.21189846,0.99999845
-0.15714891,-0.41723457,-0.35975954,-0.42082188,-0.14649138,-0.21754806,-0.287132,-0.47549316,-0.33277565,-0.68225086,-0.20993601
-0.08196587,-0.7492917,-0.7308744,-0.5996072,-0.907798,-0.4622281,-0.11542016,0.11725391,-0.15035048,-0.2591102,-0.07223365
-0.21367374,-0.8563813,-0.36428556,-0.6060376,-0.8648455,-0.6504906,0.07995981,-0.46461907,-0.19623263,0.39769858,-0.10651211
