Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Rate (kW),State of Charge (Start %),State of Charge (End %),Charging Duration (min)
-0.4937366084232607,2024-01-01 19:00:00,2024-01-01 20:22:00,-0.36348298711548954,-0.08586584362735206,-0.861099433509852,0.27558611793532184,82.0
-0.4937366084232607,2024-01-01 20:00:00,2024-01-01 22:54:00,-0.3398737208625907,-0.3946489993905219,-0.8106127683506736,-0.17307153387808338,174.0
-0.3683907762437716,2024-01-01 21:00:00,2024-01-01 22:55:00,-0.22349562531046896,0,-0.07828181962688219,-0.19613942710506582,115.0
-0.23259945804932503,2024-01-01 22:00:00,2024-01-02 01:02:00,-0.3541008821950019,-0.6302829221370674,-0.37803545840578545,-0.3312620319702162,182.0
0.028537692324610564,2024-01-01 23:00:00,2024-01-01 23:31:00,-0.10112343275197244,0.006319098355724195,-0.7748168344752908,-0.21928051246676017,31.0
0.028537692324610564,2024-01-02 00:00:00,2024-01-02 01:55:00,-0.6378464798399817,-0.7962653701641808,-0.15877292961555234,-0.3210304080714228,115.0
-0.23259945804932503,2024-01-02 01:00:00,2024-01-02 03:42:00,-0.4726139138069472,-0.7737332018885048,0.03910694496625977,-0.14886010273867645,162.0
-0.23259945804932503,2024-01-02 02:00:00,2024-01-02 02:33:00,-0.4291198237253947,-0.2758959143262888,0.15104331360560064,-0.05681705228436318,33.0
-0.4937366084232607,2024-01-02 03:00:00,2024-01-02 06:13:00,-0.8647408643264859,-0.07574177273476268,0.2786947997441611,0.021732604541341072,193.0
-0.23259945804932503,2024-01-02 04:00:00,2024-01-02 04:35:00,-0.5842290299544752,-0.015827288180335963,-0.5684488580409964,-0.4497753810081069,35.0
-0.23259945804932503,2024-01-02 05:00:00,2024-01-02 07:58:00,-0.2568976213061175,-0.07501161907538045,-0.641968139290727,-0.08992521483979099,178.0
0.028537692324610564,2024-01-02 06:00:00,2024-01-02 09:54:00,-0.7446921931984916,-0.8837716842806358,-0.6138240026862346,-0.17165680681919027,234.0
0.028537692324610564,2024-01-02 07:00:00,2024-01-02 09:27:00,-0.4974350860843194,-0.779036719519794,-0.023482110289266167,-0.3179121954209696,147.0
0.028537692324610564,2024-01-02 08:00:00,2024-01-02 09:58:00,-0.7885517948044322,-0.581822729255623,-0.7166023746821923,-0.05239572385582203,118.0
-0.3683907762437716,2024-01-02 09:00:00,2024-01-02 12:03:00,-0.21124731484291626,-0.8710954441451592,-0.7262255301553784,-0.48466890487797476,183.0
-0.23259945804932503,2024-01-02 10:00:00,2024-01-02 13:32:00,-0.242033301596985,-0.9371418124592614,-0.47328823404580356,-0.1529468902710227,212.0
-0.23259945804932503,2024-01-02 11:00:00,2024-01-02 14:16:00,-0.5094551311318062,-0.6371480913629843,-0.70477239780538,-0.22664040439854283,196.0
-0.23259945804932503,2024-01-02 12:00:00,2024-01-02 15:10:00,-0.4757341611450441,-0.43355098404377024,0.11253971640256677,-0.4967864478313555,190.0
-0.23259945804932503,2024-01-02 13:00:00,2024-01-02 13:43:00,-0.036212515012326696,-0.2285721011594114,-0.37469046559781627,0.022816998733784066,43.0
-0.12814459789975075,2024-01-02 14:00:00,2024-01-02 15:25:00,-0.1921442693136851,-0.769735397463986,0.14086965415199182,-0.15599830255262304,85.0
0.028537692324610564,2024-01-02 15:00:00,2024-01-02 16:50:00,-0.10466204896142062,-0.5444010218682724,-0.8040211976402056,-0.4300627785228449,110.0
-0.18246944227959927,2024-01-02 16:00:00,2024-01-02 18:58:00,-0.11333251176794612,-0.8868186950469285,0.046012802433478495,-0.3542662069262199,178.0
0.028537692324610564,2024-01-02 17:00:00,2024-01-02 18:15:00,-0.4828543481862684,-0.6038828821145834,-0.6546925566175806,0.04268726567134107,75.0
-0.12814459789975075,2024-01-02 18:00:00,2024-01-02 20:53:00,-0.8422588561132484,-0.41594907265598713,-0.543020452026381,-0.30193616185027783,173.0
-0.5063079321786654,2024-01-02 19:00:00,2024-01-02 19:45:00,0.011976129485381515,-0.855731477251755,-0.8292775847164465,-0.09775310415702188,45.0
-0.23259945804932503,2024-01-02 20:00:00,2024-01-02 22:29:00,0,-0.9240205400509665,-0.8282544820415775,0.47377440113853875,149.0
-0.3683907762437716,2024-01-02 21:00:00,2024-01-02 22:53:00,-0.3854983033931926,-0.6777755234763223,-0.3743790992363607,-0.01982041431740611,113.0
-0.23259945804932503,2024-01-02 22:00:00,2024-01-03 01:06:00,-0.11389222328191662,0.004034595239838623,-0.19141654512492712,-0.12822113115144895,186.0
-0.3683907762437716,2024-01-02 23:00:00,2024-01-02 23:37:00,-0.5970226623557315,-0.8981928174837608,-0.017152024432312563,-0.18781419690379197,37.0
-0.12814459789975075,2024-01-03 00:00:00,2024-01-03 01:57:00,0,-0.7355344532753727,0.005348331021840513,-0.05535811939980584,117.0
0.028537692324610564,2024-01-03 01:00:00,2024-01-03 03:40:00,-0.8860996297854393,-0.00275491260634686,-0.6687585596705201,-0.0677528203069524,160.0
-0.12814459789975075,2024-01-03 02:00:00,2024-01-03 02:48:00,-0.881464853263725,-0.19254048761722697,-0.8461959677304735,0.011428009353668056,48.0
-0.4937366084232607,2024-01-03 03:00:00,2024-01-03 05:06:00,-0.22876601272393882,-0.7558524230672277,0.08596035618778464,-0.2502223072976659,126.0
-0.4937366084232607,2024-01-03 04:00:00,2024-01-03 05:35:00,-0.13346233686467768,-0.06527523138147484,-0.7993696489562486,-0.22596007063221768,95.0
-0.3683907762437716,2024-01-03 05:00:00,2024-01-03 06:48:00,-0.015014601078145895,-0.28126248468178483,0.13160889261474584,-0.1439119172693134,108.0
0.028537692324610564,2024-01-03 06:00:00,2024-01-03 07:55:00,-0.767089600977349,-0.3118641054536817,-0.6620818976892694,-0.26038330310194646,115.0
-0.21300267780923432,2024-01-03 07:00:00,2024-01-03 09:33:00,-0.34000687547716724,-0.27337164529023106,-0.851331525322071,-0.1171190300667666,153.0
-0.28603778893337506,2024-01-03 08:00:00,2024-01-03 11:51:00,0.004050121815308172,-0.7941682627357698,-0.18291221114075562,-0.43816221338827444,231.0
-0.3683907762437716,2024-01-03 09:00:00,2024-01-03 12:59:00,0.022622091635552843,-0.04700947192744365,-0.2729078237501451,-0.4137547829620226,239.0
0.028537692324610564,2024-01-03 10:00:00,2024-01-03 12:59:00,-0.7129010819153243,-0.5013773115064537,0.037528003569974766,-0.3290811606986137,179.0
0.028537692324610564,2024-01-03 11:00:00,2024-01-03 12:15:00,-0.06389598996864865,-0.1833947989742688,-0.6826047469454571,-0.03211976038030262,75.0
-0.3683907762437716,2024-01-03 12:00:00,2024-01-03 14:22:00,-0.7137592620378916,-0.47773754105564137,-0.5880495072698847,-0.48388287501931204,142.0
-0.23259945804932503,2024-01-03 13:00:00,2024-01-03 15:00:00,-0.17634324640471644,-0.3840707526515432,0.07240520069097056,-0.23307045445959473,120.0
0.2825292046430725,2024-01-03 14:00:00,2024-01-03 16:50:00,-0.393541498538331,-0.031915783053208524,-0.3250140755421732,-0.38511397858942287,170.0
0.028537692324610564,2024-01-03 15:00:00,2024-01-03 16:02:00,-0.6149640170042978,-0.8873755697840743,0.10553221161300308,-0.2960362418243141,62.0
-0.4937366084232607,2024-01-03 16:00:00,2024-01-03 18:42:00,0.010396760047287401,-0.31773429005179277,-0.669045988177206,-0.006017618144530834,162.0
-0.3683907762437716,2024-01-03 17:00:00,2024-01-03 18:46:00,-0.22192433019497482,0,-0.004939752011630771,-0.009725444021650764,106.0
0.028537692324610564,2024-01-03 18:00:00,2024-01-03 21:04:00,-0.5135497781999699,-0.7129956044432693,-0.9308157403370957,-0.2922742351317512,184.0
-0.12814459789975075,2024-01-03 19:00:00,2024-01-03 21:30:00,-0.11100515710752556,-0.34280554179515843,-0.7314607041440888,-0.06911964559127814,150.0
-0.23259945804932503,2024-01-03 20:00:00,2024-01-03 22:37:00,-0.7849014530356748,0,-0.5388459246228023,-0.18247942699308606,157.0
-0.4937366084232607,2024-01-03 21:00:00,2024-01-03 22:47:00,-0.12006575346559811,-0.9453464113509293,-0.2627823610483565,-0.4179030579595,107.0
-0.23259945804932503,2024-01-03 22:00:00,2024-01-04 01:01:00,-0.07260482188323092,-0.4868480226520152,0.11744728255882109,-0.40782932720208787,181.0
-0.23259945804932503,2024-01-03 23:00:00,2024-01-04 00:36:00,-0.19727307373925507,-0.5450229935807182,-0.5661659556237357,-0.0035364662739476582,96.0
-0.12814459789975075,2024-01-04 00:00:00,2024-01-04 02:24:00,-0.6999038240082098,-0.40509521342334076,-0.8222137918239885,0.04633925941389494,144.0
-0.3910290011507286,2024-01-04 01:00:00,2024-01-04 02:32:00,-0.831147076245616,-0.1778101428718608,-0.6107820548741356,0.056507583697725794,92.0
-0.12814459789975075,2024-01-04 02:00:00,2024-01-04 04:22:00,-0.09163494377970205,-0.9147841469613093,-0.48372263649045766,-0.2146554992306703,142.0
-0.4937366084232607,2024-01-04 03:00:00,2024-01-04 05:03:00,0,-0.8310895837963568,-0.34797276240394337,0.006372759471455547,123.0
0.028537692324610564,2024-01-04 04:00:00,2024-01-04 05:17:00,-0.3530179438567216,8.589444132511836e-05,0.11879198808496505,-0.20169884861548426,77.0
-0.23259945804932503,2024-01-04 05:00:00,2024-01-04 08:40:00,-0.5903475103720284,-0.4043297960445136,-0.5046521559676596,-0.25143001090040007,220.0
0.028537692324610564,2024-01-04 06:00:00,2024-01-04 09:55:00,-0.5978010715321453,-0.43569652085665656,-0.5232490049028544,-0.13473175083150501,235.0
-0.23259945804932503,2024-01-04 07:00:00,2024-01-04 07:41:00,-0.2123066061808131,-0.5421833856199422,0.14236331750187148,0.04084694163250702,41.0
-0.5140980494039782,2024-01-04 08:00:00,2024-01-04 11:05:00,-0.32154592330388676,-0.05865718452701263,-0.297484288407045,-0.3494402031010627,185.0
-0.4937366084232607,2024-01-04 09:00:00,2024-01-04 12:21:00,-0.5287368791903161,-0.4966278118494635,-0.3798550028252826,-0.5832380246770286,201.0
-0.12814459789975075,2024-01-04 10:00:00,2024-01-04 13:20:00,-0.4538242170047342,0,-0.29847687110129906,0.05414521460345467,200.0
-0.3683907762437716,2024-01-04 11:00:00,2024-01-04 13:54:00,-0.5691367149287789,-0.10253574372069563,-0.6759703371768886,-0.3403299553013258,174.0
-0.4937366084232607,2024-01-04 12:00:00,2024-01-04 13:09:00,-0.23940413208547773,-0.7691530874575003,-0.36674385640081186,-0.45142868720441454,69.0
0.028537692324610564,2024-01-04 13:00:00,2024-01-04 16:26:00,-0.7160132957623544,-0.3432344140046176,0.013675310465802282,0.05959861857945681,206.0
-0.3683907762437716,2024-01-04 14:00:00,2024-01-04 15:54:00,-0.46167282819521793,-0.08526765150754112,-0.050411924453118706,-0.11289737076378725,114.0
-0.3683907762437716,2024-01-04 15:00:00,2024-01-04 16:26:00,0.04831273297196237,-0.7593153536036309,0.11592536191778224,-0.2734886131847296,86.0
-0.12814459789975075,2024-01-04 16:00:00,2024-01-04 17:56:00,-0.5659829208010856,-0.39767835652260897,0.3679230777213367,-0.11325950404675711,116.0
-0.23259945804932503,2024-01-04 17:00:00,2024-01-04 18:53:00,-0.6347087821681654,-0.6759749158131901,-0.39178119139582135,-0.07984810415844246,113.0
-0.4937366084232607,2024-01-04 18:00:00,2024-01-04 21:41:00,-0.6268553132113859,-0.1456617613587371,-0.8489478600936899,0.04338027963701929,221.0
-0.3683907762437716,2024-01-04 19:00:00,2024-01-04 22:52:00,-0.09946897552487577,-0.9169259248435566,-0.3608215641292152,0.014544062995241358,232.0
-0.12814459789975075,2024-01-04 20:00:00,2024-01-04 23:34:00,-0.14075876001724685,-0.6077979026671654,-0.012533624064983595,-0.19760199397433398,214.0
-0.23259945804932503,2024-01-04 21:00:00,2024-01-04 23:30:00,-0.05948467855169526,-0.3783376049111722,-0.3411388708268077,-0.33040974015140556,150.0
-0.12814459789975075,2024-01-04 22:00:00,2024-01-05 01:51:00,-0.8963798555113647,-0.11025947979429596,-0.4617462763932819,-0.23150979663924065,231.0
-0.7590527664007216,2024-01-04 23:00:00,2024-01-05 00:43:00,0,-0.3540399512850566,-0.3873171283771668,-0.08922780944137743,103.0
-0.23259945804932503,2024-01-05 00:00:00,2024-01-05 02:16:00,-0.2682523299145694,-0.5775408286538498,-0.18650156210252888,-0.2858078197799795,136.0
-0.12814459789975075,2024-01-05 01:00:00,2024-01-05 03:33:00,-0.5926119343343932,-0.44649230207431656,-0.402893355299465,-0.31113775493524054,153.0
-0.3683907762437716,2024-01-05 02:00:00,2024-01-05 05:47:00,-0.7914254553248737,-0.664563962482386,0.03717092017359014,-0.2285645593965947,227.0
0.028537692324610564,2024-01-05 03:00:00,2024-01-05 05:09:00,-0.3316681432299009,0,-0.30578148937257565,-0.37739904068066843,129.0
-0.20858585718851974,2024-01-05 04:00:00,2024-01-05 07:53:00,-0.06129870378874891,0,-0.6637132156269645,-0.45699477083733697,233.0
0.028537692324610564,2024-01-05 05:00:00,2024-01-05 06:12:00,-0.02613267288364418,-0.3782210934719007,-0.8584075671168928,-0.4663779255685039,72.0
-0.23259945804932503,2024-01-05 06:00:00,2024-01-05 08:28:00,-0.3859146888277575,-0.36147705729833257,0.001543611306237036,-0.4223879717449519,148.0
-0.022084707660209202,2024-01-05 07:00:00,2024-01-05 07:52:00,-0.8893001291197972,-0.6965299188250836,0.09312063953689775,-0.2244454436092741,52.0
-0.12814459789975075,2024-01-05 08:00:00,2024-01-05 11:04:00,-0.18982249597240408,-0.38851491182851605,0.09144410076466314,-0.4166298159038966,184.0
-0.3683907762437716,2024-01-05 09:00:00,2024-01-05 12:35:00,-0.45834056810485746,-0.42402781719235527,-0.17299100089611685,-0.2283215657990133,215.0
-0.12814459789975075,2024-01-05 10:00:00,2024-01-05 11:06:00,-0.9151316817601063,-0.28106134300890306,-0.13171696583531967,-0.4151154751442211,66.0
0.5236052032655583,2024-01-05 11:00:00,2024-01-05 13:43:00,-0.13468533021861906,-0.5126806124716385,-0.6662945841941885,-0.3286798584820989,163.0
-0.4937366084232607,2024-01-05 12:00:00,2024-01-05 13:34:00,-0.8263108240334267,-0.03623524801633449,-0.6980232206151916,-0.030997949151500337,94.0
-0.12814459789975075,2024-01-05 13:00:00,2024-01-05 15:43:00,0,0.009832234070938028,-0.23386025819630263,-0.42752891241949176,163.0
-0.3683907762437716,2024-01-05 14:00:00,2024-01-05 17:27:00,-0.6401913147273397,-0.35970458706503194,-0.036769088294654306,-0.9708902389670063,207.0
0.028537692324610564,2024-01-05 15:00:00,2024-01-05 15:51:00,-0.9039026045575694,-0.7912179522249336,0.0010927151272186464,-0.24724140316853616,51.0
0.028537692324610564,2024-01-05 16:00:00,2024-01-05 18:14:00,-0.5257140547092718,-0.27183406999889537,-0.38352340742129487,0.03732711308543868,134.0
-0.12814459789975075,2024-01-05 17:00:00,2024-01-05 18:57:00,-0.6172785825471262,-0.43606762440751035,-0.17766573271136,-0.10426421290241361,117.0
-0.12814459789975075,2024-01-05 18:00:00,2024-01-05 21:02:00,-0.4296766463391456,0,-0.2890475541407034,-0.4685137765427899,182.0
0.028537692324610564,2024-01-05 19:00:00,2024-01-05 21:34:00,-0.647508883988251,-0.7792986339738044,-0.6556575157499449,-0.4478900574048901,154.0
-0.12814459789975075,2024-01-05 20:00:00,2024-01-05 21:48:00,-0.7649338805624466,-0.4969918988386204,-0.632063618502565,-0.18553964205803453,108.0
-0.4937366084232607,2024-01-05 21:00:00,2024-01-05 22:59:00,-0.2059311531690633,0,-0.03820202263956429,-0.1562725778130285,119.0
-0.4937366084232607,2024-01-05 22:00:00,2024-01-06 01:49:00,-0.7679398232993236,-0.6194599599158286,-0.3942578009793303,-0.1561973454309169,229.0
-0.35693921597247147,2024-01-05 23:00:00,2024-01-06 00:20:00,-0.3735805405681265,0,-0.3711980780582762,-0.40820786828130406,80.0
-0.12814459789975075,2024-01-06 00:00:00,2024-01-06 03:25:00,-0.06514098218558506,-0.8158490102169792,-0.5397276272730133,-0.2197316764750925,205.0
-0.23259945804932503,2024-01-06 01:00:00,2024-01-06 03:11:00,-0.47962623675285276,-0.7428647579640648,-0.7590432672506593,-0.4133279162232384,131.0
-0.3683907762437716,2024-01-06 02:00:00,2024-01-06 05:47:00,-0.6740593419061519,-0.358229018037198,-0.22295695404968374,-0.45536801339444744,227.0
-0.4937366084232607,2024-01-06 03:00:00,2024-01-06 05:15:00,-0.901832946415395,-0.80914019298378,-0.20837322699718486,-0.11109226662555483,135.0
-0.23259945804932503,2024-01-06 04:00:00,2024-01-06 07:42:00,-0.15405723918939274,-0.5170715940209023,-0.3760428858962994,-0.35642320427006025,222.0
-0.12814459789975075,2024-01-06 05:00:00,2024-01-06 06:29:00,-0.9192703393781172,-0.619425109427022,-0.5701459000347031,0.10604841429407275,89.0
0.028537692324610564,2024-01-06 06:00:00,2024-01-06 07:15:00,-0.5040227171071117,-0.27978525221884387,0.1415907079256642,-0.37132131885983455,75.0
-0.12814459789975075,2024-01-06 07:00:00,2024-01-06 08:05:00,-0.8803432066220112,-0.3204632976118572,-0.07933855579811089,-0.5012983283189405,65.0
-0.04172093766147322,2024-01-06 08:00:00,2024-01-06 11:35:00,-0.7948027360279916,-0.8700394733990208,-0.6196517762154774,-0.4841208388973929,215.0
-0.4937366084232607,2024-01-06 09:00:00,2024-01-06 12:53:00,-0.5333832394215093,-0.07409441183678278,0.10765034540629381,-0.2115861678623715,233.0
0.028537692324610564,2024-01-06 10:00:00,2024-01-06 13:15:00,-0.3760331784100297,-0.7318104543924797,-0.23274402034759878,-0.1348872881657187,195.0
0.028537692324610564,2024-01-06 11:00:00,2024-01-06 11:40:00,-0.5194154777097966,-0.4607556652186411,-0.1445453829111023,-0.4281991834635237,40.0
-0.4937366084232607,2024-01-06 12:00:00,2024-01-06 12:41:00,-0.14002049939232608,-0.2467956335074345,-0.4604639505318311,-0.10519507710966547,41.0
-0.12814459789975075,2024-01-06 13:00:00,2024-01-06 16:19:00,-0.5552827223487526,-0.6426042686907929,-0.4963528095838724,-0.3445982335127351,199.0
-0.5097223952563923,2024-01-06 14:00:00,2024-01-06 15:08:00,-0.37915331392619267,-0.709263097480595,-0.655322340437978,-0.494003311919324,68.0
0.028537692324610564,2024-01-06 15:00:00,2024-01-06 18:48:00,-0.36341618293955935,-0.6810834413700059,-0.552980438765027,-0.021212059420456675,228.0
-0.23259945804932503,2024-01-06 16:00:00,2024-01-06 18:48:00,-0.8033497537337028,-0.7436099470055715,0.09094495945653636,-0.17399456866273855,168.0
-0.12814459789975075,2024-01-06 17:00:00,2024-01-06 18:05:00,-0.6055091917421866,-0.2823891178631325,-0.8452041795418941,0.011075888051420124,65.0
-0.12814459789975075,2024-01-06 18:00:00,2024-01-06 19:21:00,-0.026753069986041433,-0.3570782029227251,-0.5856019472213141,-0.06762957603393593,81.0
-0.3683907762437716,2024-01-06 19:00:00,2024-01-06 20:00:00,-0.13128946850778034,0.015921276098735504,-0.02559947989534328,-0.42956057035886575,60.0
0.028537692324610564,2024-01-06 20:00:00,2024-01-06 21:02:00,-0.37800461471841706,-0.02601587809607575,-0.7161659061967514,-0.2892137922602196,62.0
-0.3683907762437716,2024-01-06 21:00:00,2024-01-06 23:50:00,-0.3961983309472047,-0.39227978662002294,-0.5665579858121463,-0.17659564655306859,170.0
-0.23259945804932503,2024-01-06 22:00:00,2024-01-07 00:55:00,-0.3660404283706352,-0.3133285826799985,-0.20698669248621704,0.0003727676982532291,175.0
-0.4937366084232607,2024-01-06 23:00:00,2024-01-07 02:18:00,0.033525254587482234,-0.26796463963303496,-0.5223261362118652,-0.12018447183835868,198.0
-0.04358975121503239,2024-01-07 00:00:00,2024-01-07 01:27:00,-0.10660465063323721,-0.6886823095039722,-0.3557130574132745,-0.3751866147359323,87.0
-0.12814459789975075,2024-01-07 01:00:00,2024-01-07 04:33:00,-0.47168904727840955,-0.32700919573377596,-0.4312696687326064,-0.17464053966898507,213.0
0.028537692324610564,2024-01-07 02:00:00,2024-01-07 05:01:00,-0.024462757749256103,-0.1682617179196274,-0.15187050424176152,-0.11691314267663266,181.0
-0.12814459789975075,2024-01-07 03:00:00,2024-01-07 06:50:00,0,-0.21982486892272457,-0.761694950058525,0.08079504778571156,230.0
-0.4937366084232607,2024-01-07 04:00:00,2024-01-07 06:37:00,-0.015693038941556714,-0.12073053315030968,-0.06753048635371028,-0.3550971675047343,157.0
0.028537692324610564,2024-01-07 05:00:00,2024-01-07 06:00:00,-0.30564003255513317,-0.28958971365928377,-0.6234858167907849,-0.19550548457645456,60.0
-0.4937366084232607,2024-01-07 06:00:00,2024-01-07 07:24:00,-0.5410548487001192,-0.6207562075829487,-0.5417449660768163,-0.27334772462293744,84.0
-0.12814459789975075,2024-01-07 07:00:00,2024-01-07 07:39:00,-0.2657770540440627,-0.8922233468229296,-0.40673242349525973,-0.29037534267688514,39.0
-0.3683907762437716,2024-01-07 08:00:00,2024-01-07 11:37:00,0.005989068806393938,-0.3715500529595742,-0.10780585714134172,0.00041051139686376636,217.0
0.028537692324610564,2024-01-07 09:00:00,2024-01-07 11:39:00,-0.7344134728816442,-0.967644916941428,0.029861059535343237,-0.05196132286799893,159.0
-0.4937366084232607,2024-01-07 10:00:00,2024-01-07 10:44:00,-0.26378973803368677,-0.4430777823148594,-0.023659386556466933,-0.4330716736714344,44.0
-0.3683907762437716,2024-01-07 11:00:00,2024-01-07 11:32:00,-0.14576846918436404,-0.5600924704322017,0.08230241751460854,-0.14831272312842325,32.0
-0.12814459789975075,2024-01-07 12:00:00,2024-01-07 13:12:00,0,-0.8230976260649966,-0.7625334028096659,-0.056582389097746044,72.0
-0.484642589920954,2024-01-07 13:00:00,2024-01-07 16:08:00,-0.69084633543404,0.007850594972379943,-0.35076807983615255,-0.16053681326830982,188.0
-0.3683907762437716,2024-01-07 14:00:00,2024-01-07 17:47:00,0,-0.577183626040622,-0.42906511465266417,-0.46701071771623726,227.0
0.028537692324610564,2024-01-07 15:00:00,2024-01-07 16:36:00,-0.46064085402683375,-0.8668686202878892,-0.8882761894975293,-0.33504880724161745,96.0
-0.41004600928351687,2024-01-07 16:00:00,2024-01-07 17:25:00,-0.35670225051811677,-0.9772943019292079,-0.8231989831403512,0.06285310966290791,85.0
-0.12814459789975075,2024-01-07 17:00:00,2024-01-07 18:32:00,-0.865541290580577,-0.07762014292680453,-0.6601836772785865,-0.4756011899637561,92.0
-0.12814459789975075,2024-01-07 18:00:00,2024-01-07 21:52:00,-0.40170441526941336,-0.7993677397709457,-0.42222958337531025,-0.06377297823407058,232.0
-0.3683907762437716,2024-01-07 19:00:00,2024-01-07 19:44:00,-0.09247099625327992,-0.5511894759104795,-0.2507013866299813,-0.34912507992901465,44.0
0.05934659360984562,2024-01-07 20:00:00,2024-01-07 22:18:00,-0.5043302342380873,-0.34785233209323385,-0.03629804069227305,-0.3293193227513921,138.0
-0.12814459789975075,2024-01-07 21:00:00,2024-01-07 23:25:00,-0.8101106292770002,-0.5875158752215114,-0.6213200390814266,-0.4249747713566159,145.0
-0.23259945804932503,2024-01-07 22:00:00,2024-01-08 00:01:00,-0.28255422750194137,-0.6195474003698349,-0.6711443865357338,-0.08370959004364209,121.0
-0.23259945804932503,2024-01-07 23:00:00,2024-01-08 01:47:00,-0.10842910179024245,-0.8286812755178755,-0.1743903419780043,-0.17723028416615227,167.0
0.028537692324610564,2024-01-08 00:00:00,2024-01-08 03:15:00,-0.7017362873062882,-0.4124644203566966,-0.015752403648564672,-0.08086637709856015,195.0
-0.12814459789975075,2024-01-08 01:00:00,2024-01-08 02:16:00,-0.26445940631863096,-0.2410422223772397,-0.7907440045559634,-0.3612503905614306,76.0
-0.12814459789975075,2024-01-08 02:00:00,2024-01-08 03:26:00,0.6782863099587979,-0.8369881598086775,-0.662775095311775,-0.027706775089343272,86.0
0.028537692324610564,2024-01-08 03:00:00,2024-01-08 04:19:00,-0.8182387297098228,-0.8239095481666997,-0.48758094387022877,-0.2501687597316351,79.0
-0.23259945804932503,2024-01-08 04:00:00,2024-01-08 05:40:00,0,-0.3506384478594725,-0.11473696423368673,-0.19973077862163524,100.0
0.028537692324610564,2024-01-08 05:00:00,2024-01-08 07:52:00,-0.37213143373238533,-0.903823020619582,-0.2108339406408798,0.06237873258285309,172.0
-0.4937366084232607,2024-01-08 06:00:00,2024-01-08 08:55:00,-0.0656997236170972,-0.7213434261726634,-0.05657403201662958,-0.19872025279467054,175.0
-0.12814459789975075,2024-01-08 07:00:00,2024-01-08 08:51:00,-0.9205895041567537,-0.9291587904009132,-0.8384783513205392,-0.3629077842479682,111.0
